Links,Name,Price,Location,Mileage,Transmission,Exterior Colour,Engine,Drivetrain,Fuel Type,Major Options
"Save this listingNew ArrivalSponsored2004 Mazda MAZDA3$3,900 ·$76/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $3,900 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.237,975 kmPort Coquitlam, BC (16 km)GREAT DEAL$1,543 below market(604) 800-6802Request Info","2004 Mazda MAZDA3 - $3,900","$3,900","Port Coquitlam, BC
16 km away","237,975 kilometres",Automatic,Gray,148 hp 2L I4,,Gasoline,"Bluetooth, Alloy Wheels"
"ViewedSave this listing2012 Mazda MAZDA5 Touring$4,250 ·$82/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,250 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.289,000 kmBurnaby, BC (5 km)GREAT DEAL$2,408 below marketRequest Info","2012 Mazda MAZDA5 Touring - $4,250","$4,250","Burnaby, BC
5 km away","289,000 kilometres",Automatic,Gray,157 hp 2.5L I4,Front-Wheel Drive,Gasoline,"Bluetooth, Leather Seats"
"ViewedSave this listing2006 Nissan Murano SE AWD$4,450 ·$86/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,450 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.231,000 kmLangley City, BC (28 km)GREAT DEAL$2,361 below marketRequest Info","2006 Nissan Murano SE AWD - $4,450","$4,450","Langley City, BC
28 km away","231,000 kilometres",Continuously Variable Transmission,Silver,245 hp 3.5L V6,All-Wheel Drive,Gasoline,"Sunroof/Moonroof, Alloy Wheels"
"ViewedSave this listing2007 BMW 5 Series 525i Sedan RWD$4,250 ·$82/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,250 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.264,822 kmCoquitlam, BC (15 km)GREAT DEAL$3,692 below marketRequest Info","2007 BMW 5 Series 525i Sedan RWD - $4,250","$4,250","Coquitlam, BC
15 km away","264,822 kilometres",Automatic,Silver,215 hp 3L I6,Rear-Wheel Drive,Gasoline,
"ViewedSave this listing2013 Mazda MAZDA3 GS-SKY$4,990 ·$97/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,990 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.248,000 kmNew Westminster, BC (7 km)GREAT DEAL$2,654 below marketRequest Info","2013 Mazda MAZDA3 GS-SKY - $4,990","$4,990","New Westminster, BC
7 km away","248,000 kilometres",Automatic,Gray,,,,
"ViewedSave this listing2003 Toyota RAV4 Base 4WD$4,490 ·$87/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,490 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.247,000 kmNew Westminster, BC (7 km)GREAT DEAL$2,106 below marketRequest Info","2003 Toyota RAV4 Base 4WD - $4,490","$4,490","New Westminster, BC
7 km away","247,000 kilometres",Automatic,Gray,148 hp 2L I4,All-Wheel Drive,Gasoline,
"Save this listingSponsored2004 Acura MDX AWD with Touring Package$5,900 ·$114/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $5,900 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.160,985 kmLangley, BC (28 km)GREAT DEAL$1,972 below market(604) 373-0593Request Info",,"$5,900","Langley, BC
28 km away","160,985 kilometres",Automatic,Black,265 hp 3.5L V6,All-Wheel Drive,Gasoline,
"ViewedSave this listing2008 Dodge Nitro R/T 4WD$5,998 ·$116/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $5,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.222,251 kmChilliwack, BC (77 km)GREAT DEAL$3,034 below marketRequest Info","2008 Dodge Nitro R/T 4WD - $5,998","$5,998","Chilliwack, BC
77 km away","222,251 kilometres",Automatic,Orange,260 hp 4L V6,Four-Wheel Drive,Gasoline,"Bluetooth, Leather Seats, Sunroof/Moonroof, Heated Seats"
"ViewedSave this listing2007 Honda Civic Coupe DX-G$4,950 ·$96/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,950 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.201,800 kmNew Westminster, BC (5 km)GREAT DEAL$2,510 below market(604) 332-5139Request Info","2007 Honda Civic Coupe DX-G - $4,950","$4,950","New Westminster, BC
5 km away","201,800 kilometres",Automatic,Silver,,,,
"Save this listing2014 Toyota Prius c$13,995 ·$270/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $13,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.71,445 kmNew Westminster, BC (6 km)GREAT DEAL$5,336 below market(778) 719-6027Request Info","2014 Toyota Prius c - $13,995","$13,995","New Westminster, BC
6 km away","71,445 kilometres",Automatic,Yellow,99 hp 1.5L I4 Hybrid,,Hybrid,Bluetooth
"Save this listingNew Arrival2015 Dodge Journey Crossroad FWD$12,995 ·$251/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $12,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.106,711 kmAbbotsford, BC (49 km)GREAT DEAL$6,142 below market(604) 330-3617Request Info","2015 Dodge Journey Crossroad FWD - $12,995","$12,995","Abbotsford, BC
49 km away","106,711 kilometres",Automatic,Black,283 hp 3.6L V6 Flex Fuel Vehicle,Front-Wheel Drive,Flex Fuel Vehicle,"Bluetooth, Backup Camera, Sunroof/Moonroof, Navigation System, Heated Seats, Alloy Wheels"
"Save this listingNew ArrivalSponsored2011 Nissan Juke SL AWD$10,950 ·$212/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $10,950 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.179,752 kmMaple Ridge, BC (25 km)FAIR DEAL$375 above market(604) 243-3505Request Info","2011 Nissan Juke SL AWD - $10,950","$10,950","Maple Ridge, BC
25 km away","179,752 kilometres",Automatic,Gray,188 hp 1.6L I4,All-Wheel Drive,Gasoline,"Navigation System, Bluetooth, Sunroof/Moonroof"
"Save this listing2015 Nissan Versa Note S Plus$9,400 ·$182/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $9,400 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.36,000 kmBurnaby, BC (2 km)GREAT DEAL$3,705 below marketRequest Info","2015 Nissan Versa Note S Plus - $9,400","$9,400","Burnaby, BC
2 km away","36,000 kilometres",Automatic,Gray,109 hp 1.6L I4,Front-Wheel Drive,Gasoline,"Navigation System, Bluetooth"
"Save this listing2015 Mazda MAZDA3 Sport GS$14,995 ·$290/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $14,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.32,000 kmSurrey, BC (27 km)GREAT DEAL$4,161 below market(604) 332-7695Request Info","2015 Mazda MAZDA3 Sport GS - $14,995","$14,995","Surrey, BC
27 km away","32,000 kilometres",Automatic,Red,,,,"Bluetooth, Backup Camera, Navigation System, Heated Seats, Alloy Wheels"
"Save this listing2006 Chrysler 300 C RWD$4,950 ·$96/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $4,950 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.249,000 kmLangley City, BC (28 km)GREAT DEAL$1,915 below marketRequest Info","2006 Chrysler 300 C RWD - $4,950","$4,950","Langley City, BC
28 km away","249,000 kilometres",Automatic,White,340 hp 5.7L V8,Rear-Wheel Drive,Gasoline,"Heated Seats, Leather Seats, Chrome Wheels"
"Save this listing2016 Ford Escape SE FWD$9,998 ·$193/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $9,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.221,149 kmChilliwack, BC (77 km)GREAT DEAL$5,187 below marketRequest Info","2016 Ford Escape SE FWD - $9,998","$9,998","Chilliwack, BC
77 km away","221,149 kilometres",Automatic,Gray,178 hp 1.6L I4,Front-Wheel Drive,Gasoline,"Heated Seats, Backup Camera, Alloy Wheels"
"Save this listing2009 Mercedes-Benz GL-Class GL 320 BlueTEC$12,888 ·$249/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $12,888 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.172,282 kmNanaimo, BC (76 km)GREAT DEAL$5,012 below marketRequest Info","2009 Mercedes-Benz GL-Class GL 320 BlueTEC - $12,888","$12,888","Nanaimo, BC
76 km away","172,282 kilometres",Automatic,Brown,215 hp 3L V6 Diesel,All-Wheel Drive,Diesel,"Bluetooth, Sunroof/Moonroof, Heated Seats, Alloy Wheels, Third Row Seating"
"Save this listingNew ArrivalSponsored2013 Kia Rio EX$8,995 ·$174/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $8,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.135,971 kmPitt Meadows, BC (25 km)FAIR DEAL$257 below market(604) 229-4783Request Info","2013 Kia Rio EX - $8,995","$8,995","Pitt Meadows, BC
25 km away","135,971 kilometres",Automatic,Black,1.6L I4,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof"
